platform,schema_group_no,final_group_action,final_group_gate,group_note,adapter_contract,source_sheet_rule,exclude_rule,header_rule,normalized_title_from,raw_author_from,external_work_id_from,gross_sales_amount_from,settlement_base_amount_from,offset_amount_from,amount_rule_status,s2_projection_status,catalog_status,catalog_sheet_count,catalog_file_count,top_sheet_names,header_preview_sanitized,representative_example
스토린랩,7,include_after_amount_policy,서브어댑터별 amount rule 확정 전 S2 출력 금지,,schema_signature_subadapters,"원스, 원스(북패스), 무툰 시트",정리 시트(B2BC 집계형) 제외 또는 별도 수동,row 1,채널상품명 / 상품명 / 이용상품명 / 타이틀,글작가 / 작가,채널상품ID / 상품ID / 키다리코드 / 이용상품ID,판매금액 / 정액권 총매출액 / 판매총액 / 합계금액,정산액 / 입금액 / 상품별 정산금액,취소금액 / 차감 / 취소코인,needs_subadapter_policy,blocked_until_gate,adapter_candidate,1,1,원스(북패스)(1),판매처 | 판매월 | 번호 | 이용상품명 | 키다리코드 | 글작가 | 출판사 | 정산처 | 공급유형 | 분류 | 타입 | 매출사업자 | 판매사업자 | 정액권 상품ID | 정액권 상품명 | 실 결제 금액 | 정액권 총매출액 | 업체별 정산지급액 | 판매자ID | 판매자명 | 상호명 | 그림작가 | 채널상품ID | 채널상품명 | 도서바코드 | BP관리ID | 이용상품ID | 코드 | 회차 | 상품정가 | 기준가 | 다운건수 | 매,스토린랩\25년\8월\2025년 8월 스토린랩 정산상세.xlsx
스토린랩,8,include_after_amount_policy,서브어댑터별 amount rule 확정 전 S2 출력 금지,,schema_signature_subadapters,"원스, 원스(북패스), 무툰 시트",정리 시트(B2BC 집계형) 제외 또는 별도 수동,row 1,채널상품명 / 상품명 / 이용상품명 / 타이틀,글작가 / 작가,채널상품ID / 상품ID / 키다리코드 / 이용상품ID,판매금액 / 정액권 총매출액 / 판매총액 / 합계금액,정산액 / 입금액 / 상품별 정산금액,취소금액 / 차감 / 취소코인,needs_subadapter_policy,blocked_until_gate,adapter_candidate,1,1,무툰(1),판매처 | 판매월 | 번호 | 타이틀 | 작가 | 출판사 | 정산처 | 공급유형 | 분류 | 구분 | 장르 | 사용코인 | 사용금액 | 취소코인 | 취소금액 | 합계금액 | 결제 | 이벤트 | 합계코인 | 판매총액 | 입금액 | 정산율 | 정산액,스토린랩\25년\9월\2025년 9월 스토린랩 정산상세.xlsx
스토린랩,9,include_after_amount_policy,서브어댑터별 amount rule 확정 전 S2 출력 금지,,schema_signature_subadapters,"원스, 원스(북패스), 무툰 시트",정리 시트(B2BC 집계형) 제외 또는 별도 수동,row 1,채널상품명 / 상품명 / 이용상품명 / 타이틀,글작가 / 작가,채널상품ID / 상품ID / 키다리코드 / 이용상품ID,판매금액 / 정액권 총매출액 / 판매총액 / 합계금액,정산액 / 입금액 / 상품별 정산금액,취소금액 / 차감 / 취소코인,needs_subadapter_policy,blocked_until_gate,adapter_candidate,1,1,원스(북패스)(1),판매처 | 판매월 | 번호 | 이용상품명 | 키다리코드 | 글작가 | 출판사 | 정산처 | 공급유형 | 분류 | 매출사업자 | 판매사업자 | 정액권 상품ID | 정액권 상품명 | 실 결제 금액 | 정액권 총매출액 | 업체별 정산지급액 | 판매자ID | 판매자명 | 상호명 | 그림작가 | 채널상품ID | 채널상품명 | 도서바코드 | BP관리ID | 이용상품ID | 코드 | 회차 | 상품정가 | 기준가 | 다운건수 | 매출지분 |,스토린랩\25년\9월\2025년 9월 스토린랩 정산상세.xlsx
스토린랩,10,include_after_amount_policy,서브어댑터별 amount rule 확정 전 S2 출력 금지,,schema_signature_subadapters,"원스, 원스(북패스), 무툰 시트",정리 시트(B2BC 집계형) 제외 또는 별도 수동,row 1,채널상품명 / 상품명 / 이용상품명 / 타이틀,글작가 / 작가,채널상품ID / 상품ID / 키다리코드 / 이용상품ID,판매금액 / 정액권 총매출액 / 판매총액 / 합계금액,정산액 / 입금액 / 상품별 정산금액,취소금액 / 차감 / 취소코인,needs_subadapter_policy,blocked_until_gate,adapter_candidate,1,1,원스(북패스)(1),판매처 | 판매월 | 번호 | 이용상품명 | 키다리코드 | 글작가 | 출판사 | 정산처 | 공급유형 | 분류 | 채널상품명 | 매출사업자 | 판매사업자 | 정액권 상품ID | 정액권 상품명 | 실 결제 금액 | 정액권 총매출액 | 업체별 정산지급액 | 판매자ID | 판매자명 | 상호명 | 그림작가 | 채널상품ID | 도서바코드 | BP관리ID | 이용상품ID | 코드 | 회차 | 상품정가 | 기준가 | 다운건수 | 매출지분 |,스토린랩\2월\2026년 2월 스토린랩 정산상세.xlsx
신영미디어,1,include_candidate,대표월 fixture + 총액 reconcile 후 출력,,single_header,날짜범위 시트,,row 1,제목,저자,번호,합계,소득액,없음 확인 필요,candidate_confirmed_after_reconcile,allowed_after_gate,adapter_candidate,1,1,20250901_20250930(1),서비스일 | 분류명 | 소분류 | 제목 | 저자 | 가격 | 개수 | 합계 | 소득액 | 번호,신영미디어\2025년 9월 신영미디어 정산상세.xlsx
알라딘,1,include_after_amount_policy,판매/취소 행 처리 정책 확정 후 S2 출력,기존 manual_review였으나 대표 샘플 재스캔에서 헤더 확인,single_header,sales_*,,row 1,제목,저자명,ItemId / ISBN / CID,판매가,정산액,판매형태=취소/원주문일시 기반 취소 처리,needs_cancel_policy,blocked_until_gate,manual_review,1,1,sales_18156_202510(1),판매/취소일시 | ItemId | 제목 | 판매형태 | 정가 | 판매가 | 정산액 | 원주문일시 | 저자명 | 출판사명 | 정산처명 | ISBN | CID,알라딘\10월\2025년 10월 알라딘 정산상세.xlsx
알라딘,2,include_after_amount_policy,판매/취소 행 처리 정책 확정 후 S2 출력,기존 manual_review였으나 대표 샘플 재스캔에서 헤더 확인,single_header,sales_*,,row 1,제목,저자명,ItemId / ISBN / CID,판매가,정산액,판매형태=취소/원주문일시 기반 취소 처리,needs_cancel_policy,blocked_until_gate,manual_review,1,1,sales_18156_202511(1),판매/취소일시 | ItemId | 제목 | 판매형태 | 정가 | 판매가 | 정산액 | 원주문일시 | 저자명 | 출판사명 | 정산처명 | ISBN | CID,알라딘\11월\2025년 11월 알라딘 정산상세.xlsx
알라딘,3,include_after_amount_policy,판매/취소 행 처리 정책 확정 후 S2 출력,기존 manual_review였으나 대표 샘플 재스캔에서 헤더 확인,single_header,sales_*,,row 1,제목,저자명,ItemId / ISBN / CID,판매가,정산액,판매형태=취소/원주문일시 기반 취소 처리,needs_cancel_policy,blocked_until_gate,manual_review,1,1,sales_18156_202509(1),판매/취소일시 | ItemId | 제목 | 판매형태 | 정가 | 판매가 | 정산액 | 원주문일시 | 저자명 | 출판사명 | 정산처명 | ISBN | CID,알라딘\9월\2025년 9월 알라딘 정산상세.xlsx
알라딘 종이책,1,blocked_non_s2_source,blocked,S2 판매상세 단위 아님,ledger_not_content_sales,없음,거래처별 거래원장,row 1,거래내용 후보이나 작품명 아님,없음,없음,출고금액 / 반품금액,현잔액 등 원장 금액,반품금액,blocked_non_content_ledger,blocked_until_gate,manual_review,2,2,거래처별 거래원장(2),거래일자 | 구분 | 형태 | 거래내용 | 전잔액 | 출고부수 | 출고금액 | 반품부수 | 반품금액(일자) | 입금금액 | 조정금액 | 현잔액 | 비고,알라딘 종이책\10월\2025년 10월 알라딘_종이책 정산상세.xlsx
에이블리,1,include_candidate,요약 시트 제외 + 총액 reconcile 후 출력,,single_header_plus_summary_exclusion,상세 판매일 시트,행 레이블 pivot/요약 시트는 출력 제외,row 1,작품명,작가명,작품 ID,판매 금액 합계 (원),정산 금액 합계 (원),운영 수수료 합계 (원),candidate_confirmed_after_reconcile,allowed_after_gate,adapter_candidate,2,2,202510_에이블리_키다리스튜디오(소설)(1) | 202509_에이블리_키다리스튜디오(소설)(1),판매일 | 작품 ID | 분류 | 작품명 | 작가명 | 레이블 | 회차 판매가 (원) | 총 사용 건수 (건) | 초기 무료 회차 | 에다무 | 광고보면 무료 | 신규 혜택 대여 | 유상 대여 | 소장 | 총 판매 건수 (건) | 광고보면 무료 판매금액 (원) | 광고보면 무료 운영 수수료 (원) | 소장 판매금액 (원) | 소장 운영 수수료 (원) | 대여 판매금액 (원) | 대여 운영 수수료 (원) | 판매 금액 합계 (원,에이블리\10월\2025년 10월 에이블리 정산상세.xlsx
에이블리,2,exclude_or_manual_summary,exclude_from_s2_default,pivot/요약형,single_header_plus_summary_exclusion,상세 판매일 시트,행 레이블 pivot/요약 시트는 출력 제외,row 1,작품명,작가명,작품 ID,판매 금액 합계 (원),정산 금액 합계 (원),운영 수수료 합계 (원),candidate_confirmed_after_reconcile,blocked_until_gate,adapter_candidate,1,1,202511_에이블리_키다리스튜디오(소설)(1),판매일 | 작품 ID | 분류 | 작가명 | 레이블 | 작품명 | 정산 금액 합계 (원) | 행 레이블 | 합계 : 정산 금액 합계 (원),에이블리\11월\2025년 11월 에이블리 정산상세.xlsx
에피루스,1,include_candidate,대표월 fixture + 수수료 상계 정책 확인 후 출력,,single_header,월별 정산내역 시트,,row 1,제목,저자,없음,판매금액,정산액,수수료,candidate_confirmed_after_reconcile,allowed_after_gate,adapter_candidate,8,8,2026년01월정산내역_키다리스튜디오(1) | 2025년10월정산내역_키다리스튜디오(1) | 2025년11월정산내역_키다리스튜디오(1) | 2025년12월정산내역_키다리스튜디오(1) | 2025년08월정산내역_키다리스튜디오(1) | 2025년09월정산내역_키다리스튜디오(1) | 2026년02월정산내역_키다리스튜디오(1) | 2026년03월정산내역_키다리스튜디오(1),정산자 | 판매구분 | 제목 | 저자 | 출판사 | 수량 | 판매금액 | 수수료 | 정산액,에피루스\1월\2026년 1월 에피루스 정산상세.xlsx
예스24,1,include_after_amount_policy,판매가 기준/환불 처리 정책 확정 후 출력,기존 manual_review였으나 대표 샘플 재스캔에서 헤더 확인,single_header,Sheet1,,row 1,도서명,저자명,bookID / ePubID / 전자책ISBN / 종이책ISBN / 세트코드,서점판매가 또는 출판사판매가,출판사정산액,서점환불가 / 환불일 기반 취소 처리,needs_policy,blocked_until_gate,manual_review,2,2,Sheet1(2),No | 도서명 | 출판사 | 출판사판매가 | 판매서점 | 서점판매가 | 서점환불가 | 원가율 | 출판사정산액 | 이벤트구분 | 판매구분 | 이벤트판매가 | 저자명 | bookID | ePubID | 세트코드 | 종이책ISBN | 전자책ISBN | 판매일 | 환불일 | AUDIOISBN | ContentsType,예스24\10월\2025 10월 예스24 정산상세.xlsx
올툰,1,include_after_amount_policy,수수료 제외/순매출 기준 확정 후 S2 출력,,single_header,시트1,,row 2,작품명,없음,없음,총 매출액(원) / 코인 사용수량,정산 대상 금액(수수료 제외),앱스토어 수수료(원) / 올웨이즈 수수료(원),needs_fee_policy,blocked_until_gate,adapter_candidate,3,3,시트1(3),매출 기간(월) | 작품명 | 정산 수수료율(%) | 코인 사용수량(개) | 총 매출액(원) | 앱스토어 수수료(원) | 올웨이즈 수수료(원) | 순매출 | 정산 대상 금액(수수료 제),올툰\10월\2025년 10월 올툰 정산상세.xlsx
원스토어,1,include_after_amount_policy,판매/정액제/취소/수수료 산식 확정 전 S2 출력 금지,,wide_single_header_limited_columns,multimedia,,row 1,채널상품명 / 상품명,글작가,채널상품ID / 상품ID / 파트너ID,판매 / 합계 / 정액제 정산대상액 후보,정산지급액,취소 / 앱마켓수수료 / 서비스이용료,needs_policy,blocked_until_gate,adapter_candidate,7,7,multimedia(7),파트너명 | 파트너ID | 사업자구분 | 구매요청POC | 채널상품ID | 채널상품명 | 상품명 | 회차 | 상품ID | 2차정산여부 | 카테고리 | 출판사 | 글작가 | 그림작가 | 타입 | 판매건수 | 취소건수 | 정액제 정산대상액 | 판매 | 취소 | 합계 | 결제수단 | 원화환산 | 앱마켓수수료 | 서비스이용료 | 정산지급액 | 정산유형,원스토어\1월\2026년 1월 원스토어 정산상세.xlsx
윌라,1,include_after_amount_policy,공급가/정가 판매금액 기준 확정 + 가격변동이력 제외 후 출력,기존 manual_review였으나 대표 샘플 재스캔에서 헤더 확인,sheet_whitelist_single_header,sheet,콘텐츠 가격 변동 이력 시트 제외,row 1,콘텐츠명,저자,코드 / 전자책ISBN,공급가 또는 정가 후보,정산 금액,없음 확인 필요,needs_policy,blocked_until_gate,manual_review,7,7,sheet(7),No. | 판매 기간 | 콘텐츠 게시일 | 코드 | 콘텐츠명 | 출판사 | 저자 | 열람 수 | 열람 수(누적) | 판매 권 수 | 판매 권 수(누적) | 기준 권 수 | 정가 | 공급가 | 정산 금액 | 전자책ISBN,윌라\1월\2026년 1월 윌라 정산상세.xlsx
윌라,2,exclude_aux_or_summary,exclude,가격 변동 이력 보조 시트,sheet_whitelist_single_header,sheet,콘텐츠 가격 변동 이력 시트 제외,no reusable header,콘텐츠명,저자,코드 / 전자책ISBN,공급가 또는 정가 후보,정산 금액,없음 확인 필요,needs_policy,blocked_until_gate,manual_review,7,7,콘텐츠 가격 변동 이력(7),,윌라\1월\2026년 1월 윌라 정산상세.xlsx
조아라,1,include_after_amount_policy,단가 없는 그룹의 판매금액 정책 확정 전 S2 출력 금지,,schema_signature_variants,"작품별 정산리스트*, 후원쿠폰*",,row 1,작품명,작가명,작품코드 있는 그룹만,단가 x 판매건수 / 금액 / 이용권 후보. 일부 단행본은 판매금액 불명,정산금액,없음 확인 필요,needs_derived_sale_policy,blocked_until_gate,adapter_candidate,16,16,작품별 정산리스트_2026-1(2) | 작품별 정산리스트_2025-10(2) | 작품별 정산리스트_2025-11(2) | 작품별 정산리스트_2025-12(2) | 작품별 정산리스트_2025-9(2) | 작품별 정산리스트_2026-2(2) | 작품별 정산리스트_2026-3(2) | 작품별 정산리스트_2026-4(2),작품명 | 작품코드 | 작가명 | 단가 | 판매건수 | 비율 | 정산금액 | 정산일,조아라\1월\로맨스\2026년 1월 조아라 로맨스 정산상세.xlsx
조아라,2,include_after_amount_policy,단가 없는 그룹의 판매금액 정책 확정 전 S2 출력 금지,,schema_signature_variants,"작품별 정산리스트*, 후원쿠폰*",,row 1,작품명,작가명,작품코드 있는 그룹만,단가 x 판매건수 / 금액 / 이용권 후보. 일부 단행본은 판매금액 불명,정산금액,없음 확인 필요,needs_derived_sale_policy,blocked_until_gate,adapter_candidate,14,14,작품별 정산리스트_2025-10(2) | 작품별 정산리스트_2025-9(2) | 작품별 정산리스트_2026-2(2) | 작품별 정산리스트_2026-1(1) | 작품별 정산리스트_2026-1 (1)(1) | 작품별 정산리스트_2025-11(1) | 작품별 정산리스트_2025-11 (1)(1) | 작품별 정산리스트_2025-12(1),작품명 | 작가명 | 판매건수 | 비율 | 정산금액 | 정산일,조아라\1월\로맨스\2026년 1월 조아라 로맨스 단행본 정산상세.xlsx
조아라,3,include_after_amount_policy,단가 없는 그룹의 판매금액 정책 확정 전 S2 출력 금지,,schema_signature_variants,"작품별 정산리스트*, 후원쿠폰*",,row 1,작품명,작가명,작품코드 있는 그룹만,단가 x 판매건수 / 금액 / 이용권 후보. 일부 단행본은 판매금액 불명,정산금액,없음 확인 필요,needs_derived_sale_policy,blocked_until_gate,adapter_candidate,5,5,후원쿠폰-작품별 정산_2026-1(2) | 후원쿠폰-작품별 정산_2025-10(1) | 후원쿠폰-작품별 정산_2025-12(1) | 후원쿠폰-작품별 정산_2026-2(1),작품명 | 작가명 | 금액 | 비율 | 정산금액 | 정산일,조아라\1월\로맨스\2026년 1월 조아라 로맨스 후원쿠폰 정산상세.xlsx
조아라,4,include_after_amount_policy,단가 없는 그룹의 판매금액 정책 확정 전 S2 출력 금지,,schema_signature_variants,"작품별 정산리스트*, 후원쿠폰*",,row 1,작품명,작가명,작품코드 있는 그룹만,단가 x 판매건수 / 금액 / 이용권 후보. 일부 단행본은 판매금액 불명,정산금액,없음 확인 필요,needs_derived_sale_policy,blocked_until_gate,adapter_candidate,2,2,작품별  정산리스트_2025-10(1) | 작품별  정산리스트_2025-9(1),작품명 | 분류 | 작가명 | 이용권 | 5kb조회수 | 10kb조회수 | 정산금액 | 정산일,조아라\25년\10월\판무\2025년 10월 조아라 판무 노블레스 정산상세.xlsx
조아라,5,include_after_amount_policy,단가 없는 그룹의 판매금액 정책 확정 전 S2 출력 금지,,schema_signature_variants,"작품별 정산리스트*, 후원쿠폰*",,row 1,작품명,작가명,작품코드 있는 그룹만,단가 x 판매건수 / 금액 / 이용권 후보. 일부 단행본은 판매금액 불명,정산금액,없음 확인 필요,needs_derived_sale_policy,blocked_until_gate,adapter_candidate,2,2,작품별 정산리스트_2026-4 (1)(1) | 작품별 정산리스트_2026-4(1),작품명 | 작품코드 | 작가명 | 판매건수 | 비율 | 정산금액 | 정산일,조아라\4월\로맨스\2026년 4월 조아라 로맨스 단행본 정산상세.xlsx
카카오,1,include_after_amount_policy,과/면세 및 공급가액/공급대가 기준 확정 전 출력 금지,,merged_header_single_table,정산리포트_카카오페이지_*,미발행/선투자 파일은 중복 검토,row 2,시리즈명,작가명,시리즈ID / 제품코드 / 계약UID,공급대가 또는 총합계-순매출 후보,공급가액,세액은 별도 보존. 상계 아님,needs_tax_policy,blocked_until_gate,adapter_candidate,9,9,정산리포트_카카오페이지_2025-08(3) | 정산리포트_카카오페이지_2025-10(2) | 정산리포트_카카오페이지_2025-11(2) | 정산리포트_카카오페이지_2025-09(2),특별/일반 | 사업자명 | 사업자번호 | 발행자명 | 계약유형 | 당월신규계약여부 | 계약UID | 계약명 | 과/면세 | 콘텐츠유형 | 시리즈ID | 시리즈명 | 판매시작일 | 판매종료일 | 제품코드 (발행자가 부여하는 코드) | 레이블 | 작가명 | ISBN(유/무) | 이용권 종류 | ANDROID-캐시 | WEB-캐시 | IOS-캐시 | EVENT-캐시 | 유상캐시-캐시 | 무상캐시-캐시 | 총합계-캐시 | ANDROI,카카오\10월\2025년 10월 카카오(일반) 정산상세.xlsx
큐툰,1,include_after_amount_policy,코인-원화 및 취소/공제 기준 확정 전 S2 출력 금지,,merged_header_coin_table,Sheet,,row 2,타이틀,작가,없음,합계 / 사용코인 후보,정산총액,공제수수료 / 취소코인,needs_coin_policy,blocked_until_gate,adapter_candidate,8,8,Sheet(8),NO | 구분 | 작가 | 장르 | 타이틀 | 사용코인 | 취소코인 | 합계 | 공제수수료 | 정산총액,큐툰\1월\2026년 1월 큐툰 정산상세.xlsx
토스(구루컴퍼니),1,include_after_amount_policy,면세/과세 합산 기준 확정 후 출력,,single_header_variants,정산_공급사_*,,row 1,작품명,작가,작품번호,콘텐츠 매출금액,콘텐츠 정산금액 또는 면세+과세 합산,결제수수료,needs_tax_split_policy,blocked_until_gate,adapter_candidate,7,7,정산_공급사_202601(1) | 정산_공급사_202510(1) | 정산_공급사_202511(1) | 정산_공급사_202512(1) | 정산_공급사_202509(1) | 정산_공급사_202602(1) | 정산_공급사_202603(1),공급사 | 작품유형 | 작품번호 | 작품명 | 레이블 | 작가 | 사용코인 | 콘텐츠 매출금액 | 결제수수료 | 정산 대상금액 | 콘텐츠 정산금액_면세 | 콘텐츠 정산금액_과세 | 콘텐츠 정산금액,토스(구루컴퍼니)\1월\2026년 1월 토스 정산상세.xlsx
토스(구루컴퍼니),2,include_after_amount_policy,면세/과세 합산 기준 확정 후 출력,,single_header_variants,정산_공급사_*,,row 1,작품명,작가,작품번호,콘텐츠 매출금액,콘텐츠 정산금액 또는 면세+과세 합산,결제수수료,needs_tax_split_policy,blocked_until_gate,adapter_candidate,1,1,25년 8월 토스(1),공급사 | 작품유형 | 작품번호 | 작품명 | 레이블 | 작가 | 사용코인 | 콘텐츠 매출금액 | 결제수수료 | 정산 대상금액 | 콘텐츠 정산금액,토스(구루컴퍼니)\25년\8월\25년 8월 토스 정산상세.xlsx
판무림,1,special_parser_only,상단 문맥+반복 판매금액 flatten 전 S2 출력 금지,,cover_exclusion_contextual_amount_flatten,세부내역,표지 시트 제외,row 4,작품 제목 / 회차 제목,저자,시리즈 코드 / 각 권 코드,소장/대여/정액제/포인트 구간 판매금액 flatten 후 합산 후보,표지 정산비율 적용 여부 정책 필요,포인트 사용 후보,needs_contextual_amount_policy,blocked_until_gate,adapter_candidate,8,8,세부내역(8),NO | 시리즈 코드 | 각 권 코드 | 대분류 | 중분류 | 작품 제목 | 회차 제목 | 저자 | CP | 출판사 | 웹판매건수 | 앱판매건수 | 판매금액 | 웹판매건수 | 앱판매건수 | 판매금액 | 이용건수 | 이용건수 | 판매금액 | 포인트 사용 | 판매금액,판무림\1월\2026년 1월 판무림 정산상세.xlsx
판무림,2,exclude_aux_or_summary,exclude,표지/요약 시트,cover_exclusion_contextual_amount_flatten,세부내역,표지 시트 제외,row 12,작품 제목 / 회차 제목,저자,시리즈 코드 / 각 권 코드,소장/대여/정액제/포인트 구간 판매금액 flatten 후 합산 후보,표지 정산비율 적용 여부 정책 필요,포인트 사용 후보,needs_contextual_amount_policy,blocked_until_gate,manual_review,1,1,표지(1),일반 작품 판매액 | 2927350,판무림\1월\2026년 1월 판무림 정산상세.xlsx
판무림,3,exclude_aux_or_summary,exclude,표지/요약 시트,cover_exclusion_contextual_amount_flatten,세부내역,표지 시트 제외,row 12,작품 제목 / 회차 제목,저자,시리즈 코드 / 각 권 코드,소장/대여/정액제/포인트 구간 판매금액 flatten 후 합산 후보,표지 정산비율 적용 여부 정책 필요,포인트 사용 후보,needs_contextual_amount_policy,blocked_until_gate,manual_review,1,1,표지(1),일반 작품 판매액 | 4031340,판무림\25년\10월\2025년 10월 판무림 정산상세.xlsx
판무림,4,exclude_aux_or_summary,exclude,표지/요약 시트,cover_exclusion_contextual_amount_flatten,세부내역,표지 시트 제외,row 12,작품 제목 / 회차 제목,저자,시리즈 코드 / 각 권 코드,소장/대여/정액제/포인트 구간 판매금액 flatten 후 합산 후보,표지 정산비율 적용 여부 정책 필요,포인트 사용 후보,needs_contextual_amount_policy,blocked_until_gate,manual_review,1,1,표지(1),일반 작품 판매액 | 4275900,판무림\25년\11월\2025년 11월 판무림 정산상세.xlsx
판무림,5,exclude_aux_or_summary,exclude,표지/요약 시트,cover_exclusion_contextual_amount_flatten,세부내역,표지 시트 제외,row 12,작품 제목 / 회차 제목,저자,시리즈 코드 / 각 권 코드,소장/대여/정액제/포인트 구간 판매금액 flatten 후 합산 후보,표지 정산비율 적용 여부 정책 필요,포인트 사용 후보,needs_contextual_amount_policy,blocked_until_gate,manual_review,1,1,표지(1),일반 작품 판매액 | 4283960,판무림\25년\12월\2025년 12월 판무림 정산상세.xlsx
판무림,6,exclude_aux_or_summary,exclude,표지/요약 시트,cover_exclusion_contextual_amount_flatten,세부내역,표지 시트 제외,row 12,작품 제목 / 회차 제목,저자,시리즈 코드 / 각 권 코드,소장/대여/정액제/포인트 구간 판매금액 flatten 후 합산 후보,표지 정산비율 적용 여부 정책 필요,포인트 사용 후보,needs_contextual_amount_policy,blocked_until_gate,manual_review,1,1,표지(1),일반 작품 판매액 | 3606480,판무림\25년\9월\2025년 9월 판무림 정산상세.xlsx
판무림,7,exclude_aux_or_summary,exclude,표지/요약 시트,cover_exclusion_contextual_amount_flatten,세부내역,표지 시트 제외,row 12,작품 제목 / 회차 제목,저자,시리즈 코드 / 각 권 코드,소장/대여/정액제/포인트 구간 판매금액 flatten 후 합산 후보,표지 정산비율 적용 여부 정책 필요,포인트 사용 후보,needs_contextual_amount_policy,blocked_until_gate,manual_review,1,1,표지(1),일반 작품 판매액 | 2906300,판무림\2월\2026년 2월 판무림 정산상세.xlsx
판무림,8,exclude_aux_or_summary,exclude,표지/요약 시트,cover_exclusion_contextual_amount_flatten,세부내역,표지 시트 제외,row 12,작품 제목 / 회차 제목,저자,시리즈 코드 / 각 권 코드,소장/대여/정액제/포인트 구간 판매금액 flatten 후 합산 후보,표지 정산비율 적용 여부 정책 필요,포인트 사용 후보,needs_contextual_amount_policy,blocked_until_gate,manual_review,1,1,표지(1),일반 작품 판매액 | 2019170,판무림\3월\2026년 3월 판무림 정산상세.xlsx
판무림,9,exclude_aux_or_summary,exclude,표지/요약 시트,cover_exclusion_contextual_amount_flatten,세부내역,표지 시트 제외,row 12,작품 제목 / 회차 제목,저자,시리즈 코드 / 각 권 코드,소장/대여/정액제/포인트 구간 판매금액 flatten 후 합산 후보,표지 정산비율 적용 여부 정책 필요,포인트 사용 후보,needs_contextual_amount_policy,blocked_until_gate,manual_review,1,1,표지(1),일반 작품 판매액 | 1574920,판무림\4월\2026년 4월 판무림 정산상세.xlsx
피우리(누온),1,include_candidate,대표월 fixture + 판매가/매출액 기준 확인 후 출력,,single_header,Worksheet,,row 2,제목,작가,피우리상품번호 / CP관리번호,매출액 또는 판매가 x 판매수,정산액,없음 확인 필요,candidate_confirmed_after_reconcile,allowed_after_gate,adapter_candidate,3,3,Worksheet(3),번호 | 판매년월 | 제목 | 작가 | 출판사 | 플랫폼 | 판매형태 | 정가 | 판매가 | 판매수 | 매출액 | 정산액 | 계약비율 | 피우리상품번호 | CP관리번호,피우리(누온)\10월\2025년 10월 누온(피우리) 정산상세.xlsx
피플앤스토리,1,include_candidate_after_rescan,샘플 행 적음. 다른 월 1개 추가 fixture 후 출력,재스캔에서 정상 헤더 확인,single_header_with_small_sample_gate,다운로드,,row 1,작품명,작가명,ISBN / 관리코드,판매금액(원),정산금액(원),없음 확인 필요,candidate_confirmed_after_reconcile,allowed_after_gate,manual_review,6,6,다운로드(6),ISBN | 관리코드 | 작품명 | 작가명 | CP사 | 출판사 | 판매사이트 | 단가(원) | 건수(건) | 판매금액(원) | 정산금액(원),피플앤스토리\1월\2026년 1월 피플앤스토리 정산상세.xlsx
피플앤스토리,2,include_candidate,샘플 행 적음. 다른 월 1개 추가 fixture 후 출력,,single_header_with_small_sample_gate,다운로드,,row 1,작품명,작가명,ISBN / 관리코드,판매금액(원),정산금액(원),없음 확인 필요,candidate_confirmed_after_reconcile,allowed_after_gate,adapter_candidate,1,1,다운로드(1),ISBN | 관리코드 | 작품명 | 작가명 | CP사 | 출판사 | 판매사이트 | 단가(원) | 건수(건) | 판매금액(원) | 정산금액(원),피플앤스토리\25년\11월\2025년 11월 피플앤스토리 정산상세.xlsx
하이북,1,include_after_amount_policy,구매/대여 합산 단위 확정 후 출력,,single_header,정산리스트,,row 1,작품명,작가명,prodSq,판매금액(구매)+판매금액(대여) 또는 판매금액,정산금액(구매)+정산금액(대여) 또는 정산금액,없음 확인 필요,needs_purchase_rental_policy,blocked_until_gate,adapter_candidate,7,7,정산리스트(7),작품명 | 작가명 | 출판사 | prodSq | 정산일 | 정산주기 | 정산상태 | 조회수(구매) | 판매금액(구매) | 정산금액(구매) | 조회수(대여) | 판매금액(대여) | 정산금액(대여) | 조회수 | 판매금액 | 정산금액,하이북\1월\2026년 1월 하이북 정산상세.xlsx
한아름,1,special_parser_only,구간 파서 + 시간/건당 과금 정책 확정 전 S2 출력 금지,,multi_section_repeated_header_parser,건당 로그/시간 로그 반복 섹션,"요약, 계산서 안내, 합계, 반복 헤더 row 제외",row 27,작품명,작가명,BOOK NO,건당 로그 금액 / 시간 로그 히트 기반 정책 필요,상단 정산금액 요약 및 배분률 대조,배분률 기반 차액 후보,needs_section_policy,blocked_until_gate,manual_review,8,8,Sheet1(7) | 정산내역서(1),시간매출 | 건당매출 | 총매출액 | 배분률 | 정산금액,한아름\1월\2025년 1월 한아름 정산상세.xlsx
한아름,2,special_parser_only,구간 파서 + 시간/건당 과금 정책 확정 전 S2 출력 금지,,multi_section_repeated_header_parser,건당 로그/시간 로그 반복 섹션,"요약, 계산서 안내, 합계, 반복 헤더 row 제외",row 4,작품명,작가명,BOOK NO,건당 로그 금액 / 시간 로그 히트 기반 정책 필요,상단 정산금액 요약 및 배분률 대조,배분률 기반 차액 후보,needs_section_policy,blocked_until_gate,manual_review,2,1,한아름(1) | 아름북스(1),BOOK NO | 업체명 | 구분 | 출판사 | 작가명 | 속성 | 작품명 | 권수 | 권당 | 판매 | 금액,한아름\25년\12월\2025년 12월 한아름 정산상세.xlsx
